customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
C100093,Male,0,No,Yes,16,Yes,66.55,990.01,Month-to-month,Mailed check,No
C100094,Male,0,No,No,23,Yes,47.32,1101.08,Month-to-month,Credit card,No
C100095,Male,0,No,Yes,28,Yes,41.26,1060.58,Month-to-month,Electronic check,Yes
C100096,Male,0,Yes,No,30,Yes,99.5,2972.91,Two year,Electronic check,No
C100097,Male,0,No,No,22,Yes,99.4,2207.47,Two year,Bank transfer,No
C100098,Male,0,No,No,33,Yes,73.16,2415.1,Month-to-month,Bank transfer,No
C100099,Female,0,Yes,No,26,Yes,53.7,1505.47,Month-to-month,Bank transfer,No
C100100,Female,0,No,Yes,25,Yes,73.38,1855.84,Month-to-month,Mailed check,No
C100101,Male,0,Yes,No,21,Yes,82.13,1711.3,Month-to-month,Credit card,No
C100102,Male,0,Yes,No,28,Yes,66.64,1896.32,Two year,Credit card,No
C100103,Male,0,No,Yes,26,Yes,82.94,2090.83,Two year,Electronic check,No
C100104,Male,0,No,No,29,Yes,59.39,1772.32,One year,Electronic check,No
C100105,Male,0,No,No,21,Yes,18.0,352.75,Two year,Electronic check,No
C100106,Male,0,Yes,Yes,24,Yes,64.2,1596.13,One year,Electronic check,No
C100107,Male,0,No,No,31,Yes,90.55,2827.07,Month-to-month,Bank transfer,No
C100108,Male,0,No,No,15,Yes,70.92,1095.08,Two year,Bank transfer,No
C100109,Female,1,Yes,Yes,26,Yes,80.31,2060.37,Month-to-month,Credit card,Yes
C100110,Male,1,No,No,18,Yes,61.86,1056.24,Month-to-month,Mailed check,No
C100111,Female,1,No,No,35,Yes,64.21,2189.23,Two year,Credit card,No
C100112,Male,0,No,No,25,Yes,75.13,1792.46,Month-to-month,Bank transfer,No
C100113,Male,0,Yes,No,23,Yes,128.31,2931.96,Month-to-month,Electronic check,No
C100114,Female,0,Yes,Yes,26,Yes,95.27,2447.65,Two year,Bank transfer,No
C100115,Male,0,No,No,24,Yes,91.3,2241.79,Month-to-month,Bank transfer,Yes
C100116,Female,0,No,Yes,20,Yes,76.14,1471.12,One year,Mailed check,No
C100117,Male,0,No,No,15,Yes,30.05,560.45,One year,Credit card,No
C100118,Male,0,Yes,No,25,Yes,106.77,2619.17,Month-to-month,Credit card,No
C100119,Female,0,No,No,32,No,97.22,3065.67,Month-to-month,Credit card,No
C100120,Male,0,No,No,17,Yes,80.98,1302.66,Month-to-month,Electronic check,No
C100121,Female,1,Yes,No,30,Yes,68.68,2060.88,Two year,Credit card,Yes
C100122,Male,0,No,No,19,Yes,86.38,1625.12,One year,Mailed check,No
C100123,Female,0,No,No,27,Yes,63.07,1697.5,Month-to-month,Credit card,No
C100124,Female,1,Yes,No,32,Yes,91.84,2959.22,Two year,Mailed check,No
C100125,Male,0,Yes,No,19,Yes,44.86,901.47,Month-to-month,Mailed check,No
C100126,Male,0,No,No,18,Yes,18.0,265.51,One year,Mailed check,No
C100127,Female,0,No,No,24,Yes,33.96,816.02,Month-to-month,Bank transfer,No
C100128,Male,0,No,Yes,19,Yes,74.23,1453.14,Month-to-month,Electronic check,No
C100129,Male,1,Yes,Yes,15,No,60.95,859.54,One year,Credit card,No
C100130,Male,0,Yes,No,19,Yes,65.57,1384.05,Month-to-month,Bank transfer,Yes
C100131,Female,0,No,No,21,Yes,31.12,770.58,Month-to-month,Electronic check,No
C100132,Female,0,No,No,29,Yes,79.06,2288.98,Month-to-month,Electronic check,Yes
C100133,Female,0,Yes,No,28,Yes,38.9,1033.87,Two year,Credit card,No
C100134,Female,1,No,Yes,19,Yes,84.9,1564.2,Month-to-month,Bank transfer,No
C100135,Female,0,Yes,Yes,22,Yes,27.56,618.01,Month-to-month,Credit card,No
C100136,Female,0,Yes,No,27,Yes,44.84,1242.67,Month-to-month,Credit card,No
C100137,Female,0,Yes,No,17,Yes,40.81,601.66,Month-to-month,Electronic check,Yes
C100138,Female,0,Yes,No,17,Yes,87.21,1435.27,Month-to-month,Electronic check,No
C100139,Female,1,No,No,19,No,56.14,1073.75,Month-to-month,Bank transfer,Yes
C100140,Male,0,No,Yes,24,Yes,82.74,1915.54,Two year,Credit card,No
C100141,Female,0,No,No,19,Yes,104.21,1965.14,Two year,Mailed check,No
C100142,Male,0,No,No,21,Yes,123.4,2612.96,Month-to-month,Electronic check,Yes
C100143,Male,0,No,No,20,Yes,76.93,1530.5,One year,Electronic check,No
C100144,Male,0,No,Yes,26,Yes,36.94,923.73,One year,Electronic check,No
C100145,Female,1,No,Yes,27,Yes,107.54,2907.93,Month-to-month,Mailed check,No
C100146,Female,0,No,Yes,30,Yes,115.34,3485.54,Month-to-month,Bank transfer,No
C100147,Female,1,No,No,23,Yes,68.2,1522.56,Two year,Mailed check,No
C100148,Female,0,No,Yes,28,Yes,109.56,3084.9,Month-to-month,Credit card,No
C100149,Male,0,Yes,Yes,24,Yes,80.0,1936.23,Month-to-month,Credit card,No
C100150,Female,0,No,No,23,No,20.22,491.02,Month-to-month,Credit card,No
C100151,Female,0,No,No,24,Yes,51.07,1238.82,Month-to-month,Electronic check,No
C100152,Female,1,No,No,18,Yes,54.85,993.8,Month-to-month,Credit card,Yes
C100153,Female,0,Yes,No,26,Yes,59.09,1528.54,Month-to-month,Mailed check,Yes
C100154,Female,0,No,No,26,Yes,42.0,1077.04,One year,Credit card,No
C100155,Male,0,No,No,24,Yes,41.06,1021.59,Two year,Credit card,No
C100156,Female,0,Yes,No,20,Yes,110.38,2202.83,Month-to-month,Credit card,Yes
C100157,Male,0,No,Yes,26,Yes,18.0,494.75,Month-to-month,Bank transfer,No
C100158,Female,0,Yes,No,34,Yes,48.28,1667.49,Two year,Credit card,No
C100159,Male,0,Yes,No,27,No,88.63,2346.02,Month-to-month,Mailed check,No
C100160,Female,0,No,No,19,Yes,53.28,996.39,Two year,Electronic check,No
C100161,Female,0,No,No,23,Yes,82.01,1883.59,Month-to-month,Credit card,No
C100162,Male,0,No,No,18,Yes,57.96,1047.79,Month-to-month,Mailed check,Yes
C100163,Male,0,No,Yes,24,Yes,83.12,2016.34,One year,Credit card,No
C100164,Male,0,Yes,No,24,Yes,38.86,941.58,Month-to-month,Bank transfer,No
C100165,Female,1,Yes,No,26,No,18.0,470.1,Month-to-month,Electronic check,Yes
C100166,Male,0,Yes,No,19,Yes,57.97,1079.67,Month-to-month,Bank transfer,No
C100167,Female,0,Yes,Yes,23,No,18.0,466.85,Month-to-month,Mailed check,No
C100168,Female,0,No,No,20,Yes,67.99,1377.18,Month-to-month,Mailed check,No
C100169,Male,0,No,Yes,16,Yes,35.9,568.79,Month-to-month,Bank transfer,Yes
C100170,Male,0,Yes,No,26,Yes,36.26,923.28,Month-to-month,Mailed check,No
C100171,Female,0,Yes,Yes,29,Yes,114.16,3324.63,Month-to-month,Bank transfer,Yes
C100172,Female,0,No,Yes,26,Yes,78.21,2034.94,One year,Mailed check,No
C100173,Male,0,Yes,No,32,Yes,23.91,688.93,Month-to-month,Credit card,Yes
C100174,Male,0,No,No,22,Yes,68.55,1458.57,Month-to-month,Bank transfer,Yes
C100175,Male,0,No,No,15,Yes,65.71,1050.88,Month-to-month,Bank transfer,No
C100176,Female,1,Yes,No,31,Yes,18.0,576.52,Month-to-month,Mailed check,No
C100177,Female,0,Yes,No,23,Yes,80.43,1817.9,Month-to-month,Credit card,No
C100178,Female,0,No,No,16,Yes,98.58,1558.64,Month-to-month,Credit card,Yes
C100179,Female,1,Yes,No,26,Yes,57.31,1446.96,One year,Mailed check,No
C100180,Female,0,Yes,No,24,Yes,61.24,1443.53,Two year,Credit card,No
C100181,Female,0,Yes,No,25,Yes,53.28,1383.23,Month-to-month,Credit card,No
C100182,Male,0,No,No,19,Yes,81.56,1540.59,Two year,Bank transfer,No
C100183,Female,1,No,No,25,Yes,62.52,1604.66,Month-to-month,Bank transfer,Yes
C100184,Female,0,Yes,No,21,Yes,63.71,1419.29,Month-to-month,Credit card,No
C100185,Female,1,No,No,26,Yes,45.72,1168.96,Month-to-month,Bank transfer,No
C100186,Male,0,No,No,22,Yes,131.24,2822.52,Two year,Electronic check,Yes
C100187,Female,0,No,No,22,Yes,62.21,1390.27,Month-to-month,Mailed check,No
C100188,Female,1,Yes,No,30,Yes,91.02,2689.58,Month-to-month,Mailed check,Yes
C100189,Male,0,No,No,24,Yes,77.96,1871.07,Month-to-month,Bank transfer,Yes
C100190,Female,0,No,No,27,Yes,18.0,494.43,Month-to-month,Bank transfer,No
C100191,Female,0,Yes,No,28,Yes,58.88,1741.5,One year,Mailed check,No
C100192,Female,0,Yes,Yes,17,Yes,35.41,618.12,Month-to-month,Bank transfer,Yes
C100193,Female,1,Yes,Yes,29,Yes,99.3,2856.84,Month-to-month,Bank transfer,No
C100194,Female,0,Yes,No,26,Yes,32.01,863.55,Two year,Electronic check,No
C100195,Male,0,Yes,No,18,Yes,84.84,1567.88,Month-to-month,Mailed check,No
C100196,Male,0,No,Yes,25,Yes,99.89,2557.49,Two year,Electronic check,No
C100197,Male,0,No,No,17,No,78.41,1286.83,Two year,Electronic check,No
C100198,Female,0,Yes,No,39,Yes,70.11,2798.84,One year,Bank transfer,No
C100199,Female,0,No,No,31,Yes,58.12,1916.03,Month-to-month,Bank transfer,No
C100200,Female,0,No,No,15,Yes,66.29,1057.78,Month-to-month,Credit card,No
C100201,Male,1,No,No,24,Yes,29.8,787.73,Month-to-month,Electronic check,No
C100202,Female,0,No,No,23,Yes,75.34,1711.08,One year,Bank transfer,No
C100203,Female,0,Yes,Yes,17,Yes,101.54,1810.65,Month-to-month,Credit card,Yes
C100204,Male,1,No,No,19,Yes,43.83,808.97,Month-to-month,Electronic check,No
C100205,Female,0,No,Yes,18,Yes,70.55,1267.96,Month-to-month,Electronic check,No
C100206,Male,0,No,No,29,Yes,66.9,1916.87,One year,Electronic check,No
C100207,Male,0,No,No,17,Yes,79.38,1320.4,Month-to-month,Credit card,Yes
C100208,Male,1,Yes,No,25,No,53.91,1347.49,Month-to-month,Electronic check,No
C100209,Female,0,Yes,No,24,Yes,24.74,536.07,Month-to-month,Mailed check,No
C100210,Female,1,No,No,25,No,36.39,875.39,Month-to-month,Mailed check,No
C100211,Female,0,No,Yes,24,Yes,18.0,383.37,Two year,Credit card,No
C100212,Female,0,No,Yes,23,Yes,93.28,2222.15,Two year,Mailed check,No
C100213,Female,0,Yes,No,30,No,81.93,2538.9,Month-to-month,Credit card,No
C100214,Female,0,No,Yes,25,Yes,69.56,1866.27,Month-to-month,Electronic check,No
C100215,Female,0,No,Yes,28,Yes,49.09,1371.17,Two year,Electronic check,No
C100216,Male,0,No,No,23,Yes,65.14,1499.69,One year,Bank transfer,No
C100217,Female,0,Yes,No,32,Yes,69.14,2251.05,Month-to-month,Mailed check,No
C100218,Male,0,Yes,No,29,No,54.36,1512.62,One year,Bank transfer,No
C100219,Female,0,No,No,20,Yes,55.5,1061.08,Month-to-month,Credit card,No
C100220,Female,0,No,No,27,No,109.28,2870.7,Month-to-month,Mailed check,No
C100221,Female,0,No,No,12,Yes,32.48,431.6,One year,Bank transfer,No
C100222,Male,0,No,No,20,Yes,99.79,1952.74,Month-to-month,Bank transfer,No
C100223,Male,0,No,No,19,Yes,21.55,459.53,Two year,Credit card,No
C100224,Male,0,Yes,No,23,Yes,118.23,2696.2,Month-to-month,Mailed check,Yes
C100225,Male,0,Yes,No,33,Yes,18.0,594.19,Two year,Credit card,No
C100226,Female,0,Yes,No,22,Yes,83.96,1838.56,Month-to-month,Mailed check,No
C100227,Male,1,Yes,No,25,Yes,50.24,1265.52,Month-to-month,Bank transfer,No
C100228,Female,0,No,No,20,Yes,64.99,1275.35,One year,Bank transfer,No
C100229,Female,0,No,No,24,Yes,65.94,1634.54,One year,Bank transfer,No
C100230,Male,0,Yes,No,25,Yes,88.17,2195.87,Month-to-month,Credit card,No
C100231,Male,0,No,Yes,20,Yes,18.0,378.2,Two year,Credit card,No
C100232,Male,0,No,Yes,22,Yes,69.08,1525.24,Two year,Mailed check,No
C100233,Male,0,No,No,26,Yes,75.56,1913.88,Month-to-month,Credit card,No
C100234,Male,0,Yes,No,28,Yes,50.16,1471.94,Month-to-month,Credit card,Yes
C100235,Male,0,No,No,15,Yes,66.67,967.47,One year,Electronic check,No
C100236,Male,0,Yes,No,17,Yes,50.08,891.8,Two year,Bank transfer,No
C100237,Male,0,No,No,35,Yes,86.64,3068.85,One year,Electronic check,No
C100238,Female,0,No,Yes,24,Yes,80.92,1867.13,Month-to-month,Mailed check,No
C100239,Male,0,Yes,No,26,Yes,76.51,1980.27,One year,Bank transfer,No
C100240,Male,1,No,No,20,Yes,89.87,1826.39,One year,Mailed check,No
C100241,Female,0,No,No,28,Yes,107.42,2993.28,Month-to-month,Electronic check,No
C100242,Male,0,No,Yes,27,Yes,40.25,1080.35,Two year,Mailed check,No
C100243,Female,1,No,No,16,Yes,136.66,2197.41,One year,Credit card,No
C100244,Female,0,Yes,Yes,18,Yes,81.79,1453.42,Two year,Bank transfer,No
C100245,Male,0,Yes,Yes,21,Yes,54.97,1172.23,One year,Bank transfer,No
C100246,Female,0,No,No,22,Yes,138.99,3059.91,Month-to-month,Mailed check,No
C100247,Female,1,Yes,No,24,Yes,57.55,1371.35,Month-to-month,Mailed check,No
C100248,Female,0,No,Yes,16,Yes,33.67,490.19,One year,Bank transfer,No
C100249,Female,0,Yes,Yes,22,Yes,54.71,1223.9,Month-to-month,Mailed check,No
C100250,Male,0,Yes,No,19,Yes,53.26,891.49,Two year,Mailed check,No
C100251,Female,1,No,No,24,Yes,102.55,2474.31,One year,Bank transfer,No
C100252,Male,0,Yes,No,21,Yes,66.62,1399.76,Two year,Mailed check,No
C100253,Female,0,No,No,20,Yes,73.0,1419.35,Month-to-month,Mailed check,Yes
C100254,Female,1,No,Yes,21,Yes,71.91,1440.64,Two year,Bank transfer,No
C100255,Female,0,No,No,32,Yes,104.98,3380.27,Month-to-month,Credit card,Yes
C100256,Female,0,No,No,25,Yes,60.32,1495.64,Month-to-month,Electronic check,Yes
C100257,Male,0,Yes,No,24,Yes,63.85,1539.33,Month-to-month,Credit card,No
C100258,Male,0,No,Yes,24,Yes,49.34,1092.29,Two year,Credit card,No
C100259,Female,1,No,No,25,Yes,57.38,1458.33,Two year,Credit card,No
C100260,Female,0,No,No,20,Yes,85.75,1761.98,Month-to-month,Mailed check,Yes
C100261,Male,0,No,Yes,18,Yes,91.86,1645.85,Month-to-month,Credit card,No
C100262,Female,0,No,Yes,21,Yes,120.99,2495.94,Two year,Electronic check,No
C100263,Female,0,No,No,27,Yes,66.88,1827.47,Month-to-month,Credit card,No
C100264,Female,1,No,No,26,Yes,62.09,1600.13,Two year,Mailed check,No
C100265,Male,0,Yes,Yes,26,Yes,81.91,2172.83,Month-to-month,Credit card,Yes
C100266,Male,0,Yes,No,22,Yes,55.93,1231.5,Month-to-month,Bank transfer,Yes
C100267,Male,0,No,Yes,15,Yes,50.78,654.59,Month-to-month,Bank transfer,Yes
C100268,Female,1,Yes,Yes,23,No,79.71,1715.88,Two year,Mailed check,No
C100269,Female,0,Yes,No,24,Yes,58.25,1362.48,Two year,Mailed check,No
C100270,Male,0,Yes,No,24,Yes,61.31,1494.08,Month-to-month,Credit card,No
C100271,Male,0,No,No,22,Yes,88.17,1915.12,One year,Credit card,No
C100272,Male,0,Yes,No,30,Yes,79.3,2403.61,Two year,Electronic check,No
C100273,Male,0,No,No,20,No,130.02,2567.3,Two year,Credit card,Yes
C100274,Female,0,Yes,No,15,Yes,97.65,1567.88,Month-to-month,Bank transfer,No
C100275,Male,0,No,No,21,Yes,46.98,977.18,Two year,Credit card,No
C100276,Female,0,No,No,29,No,58.01,1695.75,Month-to-month,Credit card,Yes
C100277,Male,0,No,No,23,Yes,28.82,614.93,One year,Electronic check,No
C100278,Female,1,Yes,Yes,28,Yes,40.81,1121.77,One year,Credit card,No
C100279,Male,0,No,No,19,Yes,107.87,2074.22,One year,Bank transfer,No
C100280,Male,1,No,No,22,Yes,61.67,1354.43,Month-to-month,Credit card,Yes
C100281,Male,0,No,No,29,Yes,28.42,685.1,One year,Credit card,No
C100282,Male,0,No,No,22,Yes,18.0,420.96,One year,Bank transfer,No
C100283,Female,1,No,Yes,28,Yes,25.85,754.26,Month-to-month,Electronic check,No
C100284,Male,0,No,Yes,23,Yes,45.92,1092.7,Month-to-month,Electronic check,No
C100285,Female,0,No,Yes,25,Yes,70.11,1807.72,Month-to-month,Bank transfer,No
C100286,Female,1,No,No,23,Yes,58.1,1345.34,Two year,Mailed check,No
C100287,Female,0,No,No,26,Yes,90.95,2484.48,Two year,Mailed check,No
C100288,Female,0,No,Yes,23,Yes,41.93,976.07,Month-to-month,Credit card,No
C100289,Male,0,No,No,26,No,106.79,2661.41,Two year,Mailed check,Yes
C100290,Female,0,Yes,Yes,18,No,65.91,1197.56,Two year,Bank transfer,No
C100291,Female,0,No,Yes,24,Yes,83.75,2066.04,Two year,Bank transfer,No
C100292,Female,0,No,No,21,Yes,54.39,1073.3,Month-to-month,Bank transfer,No
C100293,Male,0,No,No,35,Yes,100.51,3504.32,One year,Mailed check,No
C100294,Male,0,Yes,Yes,17,Yes,30.18,573.7,Month-to-month,Electronic check,No
C100295,Male,0,No,Yes,29,Yes,32.98,928.19,One year,Mailed check,No
C100296,Male,0,No,No,17,Yes,40.91,683.59,Two year,Credit card,No
C100297,Female,0,Yes,Yes,28,Yes,105.28,2986.88,Month-to-month,Bank transfer,No
C100298,Female,0,No,No,19,Yes,62.89,1130.81,One year,Mailed check,No
C100299,Male,0,Yes,No,21,Yes,41.55,871.96,Month-to-month,Bank transfer,No
C100300,Female,0,No,No,21,Yes,64.11,1297.72,Month-to-month,Bank transfer,No
C100301,Female,0,No,No,19,Yes,75.16,1414.63,Month-to-month,Electronic check,No
C100302,Female,0,Yes,No,22,Yes,37.69,841.02,Month-to-month,Electronic check,No
C100303,Male,1,Yes,Yes,25,Yes,74.79,1922.77,Two year,Credit card,No
C100304,Male,0,No,No,29,Yes,65.92,1927.3,One year,Bank transfer,No
C100305,Female,0,Yes,Yes,29,Yes,54.82,1561.52,Month-to-month,Mailed check,Yes
C100306,Male,0,No,No,25,Yes,32.01,860.11,Month-to-month,Mailed check,Yes
C100307,Male,0,No,No,34,No,96.66,3317.21,Two year,Credit card,No
C100308,Male,1,No,No,21,Yes,55.94,1077.66,One year,Electronic check,No
C100309,Male,1,Yes,No,19,Yes,18.0,383.9,Month-to-month,Bank transfer,No
C100310,Male,0,No,No,27,Yes,80.68,2181.61,One year,Electronic check,No
C100311,Female,0,No,Yes,26,Yes,81.43,2115.54,Month-to-month,Electronic check,No
C100312,Male,1,Yes,No,22,Yes,97.99,2215.3,Two year,Bank transfer,No
C100313,Female,1,Yes,No,28,Yes,82.4,2296.98,Month-to-month,Electronic check,Yes
C100314,Female,0,Yes,No,25,Yes,74.15,1898.46,Month-to-month,Mailed check,Yes
C100315,Male,0,No,Yes,23,Yes,55.39,1337.84,One year,Electronic check,No
C100316,Female,0,Yes,Yes,22,Yes,55.48,1223.67,One year,Bank transfer,No
C100317,Female,1,Yes,Yes,28,Yes,90.28,2550.21,Month-to-month,Credit card,No
C100318,Female,0,No,Yes,20,Yes,65.3,1340.7,Month-to-month,Credit card,Yes
C100319,Male,0,No,No,32,No,26.88,883.28,Month-to-month,Mailed check,Yes
C100320,Male,0,No,Yes,27,Yes,59.67,1655.56,One year,Mailed check,No
C100321,Female,0,No,Yes,28,Yes,68.37,1862.14,Month-to-month,Credit card,No
